Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Pulsating Stoneheart,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,154056743,,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Sinful Aspirant's Emblem,Dealer Xy'exa's Cape,Gorestained Cleaver,Acidslough Bulwark,157037507,Artisan Officer's Shirt,Argent Crusader's Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Sinful Aspirant's Plate Gauntlets,Ritualist's Treasured Ring,Twisted Witherroot Band,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,195864846,,Tabard of the Lightbringer
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Selfless Collector's Chestplate,Girdle of Embers,Legplates of Unholy Frenzy,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Signet of the False Accuser,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,175914229,,Orgrimmar Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Dread Sentinel's Ebony Spaulders,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Ring of Perpetual Conflict,Signet of the False Accuser,Splintered Heart of Al'ar,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Shawl,Supercollider,Sinful Gladiator's Redoubt,96753872,Precious' Ribbon,Court of Harvesters Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Sinful Gladiator's Emblem,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,148320783,,
Shadowghast Helm,Sin Stained Pendant,Selfless Collector's Spaulders,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ardent Sunstar Signet,Death God's Signet,Bladedancer's Armor Kit,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,148874516,Wound Dressing,Renowned Guild Tabard
Wrathbark Greathelm,Reinforced High Collar,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Bloodoath Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,122467233,Artisan Officer's Shirt,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Sinful Gladiator's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Supercollider,Sinful Gladiator's Bulwark,166420355,,
Oversized Centurion Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Shadowghast Ring,Signet of the False Accuser,Gluttonous Spike,Phial of Putrefaction,Blighted Margrave's Cloak,Sinful Gladiator's Hacker,Encrusted Canopic Lid,146175431,Artisan Member's Shirt,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,167152074,,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Bargast's Leash,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,96514112,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,150432390,Precious' Ribbon,Tabard of the Lightbringer
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Stompers,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Ardent Sunstar Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,161696787,Irradiated Undercoat,Undercity Tabard
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,115287737,,Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Ritual Bone Band,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Sinful Gladiator's Guard,215318165,Brown Linen Shirt,Stormwind Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,154405274,,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Chyrus's Crest of Hope,172649351,Precious' Ribbon,Tabard of the Waveblade Ankoan
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Commander's Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Pulsating Stoneheart,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,197761506,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,86054222,White Linen Shirt,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Fleshfused Circle,Darkmoon Deck: Indomitable,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,147935756,,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Ring of Perpetual Conflict,Spare Meat Hook,Anima Field Emitter,Blighted Margrave's Cloak,Rimebinder's Runeblade,,85156377,,Silvermoon City Tabard
Plague Handler's Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,97378989,Sleeveless T-Shirt,Orgrimmar Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Supercollider,Acidslough Bulwark,158103304,Fashionable Undershirt,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Hyperlight Band,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,144130261,,Tabard of Summer Flames
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,192835377,,Tabard of the Ascended
Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Selfless Collector's Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Arachnid Cipher Ring,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Duskwarder Shield,115472227,,Tabard of the Zandalari
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,181668374,,Proudmoore Admiralty Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Redoubt,241931171,,Renowned Guild Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Inscrutable Quantum Device,Anima Field Emitter,Sinful Gladiator's Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,148976589,,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Selfless Collector's Wristguards,Fleshfused Crushers,Bloodoath Signet,Ritualist's Treasured Ring,Macabre Sheet Music,Stone Legion Heraldry,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,14342712,Artisan Officer's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Guilewind Stone Talons,Signet of the False Accuser,Entwined Gorger Tendril,Anima Field Emitter,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,133156678,,Undercity Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Ritualist's Treasured Ring,Stone Legion Heraldry,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,195442580,,
Wing Commander's Helmet,Azure-Venom Choker,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Hardened Castle Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Chyrus's Crest of Hope,144676157,,
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Signet of the False Accuser,Viscera of Coalesced Hatred,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,111554269,,Tabard of the Wyrmrest Accord
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bladedancer's Armor Kit,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,123943659,,Tabard of the Honorbound
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,128896905,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Gluttonous Spike,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,98572901,Precious' Ribbon,Tabard of the Lightbringer
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,97659915,Last Season's Shirt,Tabard of the Lightbringer
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Chestplate of the March Warden,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,147885254,Paper Shirt,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,157659003,,
Plague Handler's Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Commander's Ring,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,110935105,Formal White Shirt,
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Stone Legion Heraldry,Blood-Spattered Scale,Blighted Margrave's Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,133639926,Wound Dressing,Tabard of the Lightbringer
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Skulker's Wing,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,159517942,,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Memory of Past Sins,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,157963732,Orange Martial Shirt,
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,167736767,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Bloodoath Signet,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,100517052,,Renowned Guild Tabard
