Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Darkfrost Helmet,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Shadowghast Ring,Ritual Commander's Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,175253993,,Tabard of the Zandalari
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,179215610,Common White Shirt,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Pulsating Stoneheart,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,154056743,,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,61578845,Precious' Ribbon,Argent Crusader's Tabard
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Hardened Castle Crushers,Arachnid Cipher Ring,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,111752993,,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sapsteel Sabatons,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,98322143,,
Plague Handler's Greathelm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Shadowghast Ring,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,169474221,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,94318283,Master Builder's Shirt,Orgrimmar Tabard
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,146738920,,Tabard of the Zandalari
Wrathbark Greathelm,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Ascended Gladius of Glory,Acidslough Bulwark,142094912,Precious' Ribbon,Tabard of the Lightbringer
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Hyperlight Band,Spare Meat Hook,Slimy Consumptive Organ,Crest of the Legionnaire General,Gorestained Cleaver,Encrusted Canopic Lid,77877412,,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Hyperlight Band,Blood-Spattered Scale,Gluttonous Spike,Sinful Gladiator's Drape,Ascended Gladius of Glory,Acidslough Bulwark,168073525,,Tabard of the Ascended
Wing Commander's Helmet,Trailspinner Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Stone Legion Heraldry,Anima Field Emitter,Blighted Margrave's Cloak,Reaver of Renewed Resolve,Chyrus's Crest of Hope,175810548,Purple Martial Shirt,Illustrious Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,167343045,Red Swashbuckler's Shirt,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,156183143,,Tabard of the Dark Iron
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Stone Legion Heraldry,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,182510604,Antiseptic-Soaked Dressing,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Bone Band,Bloodoath Signet,Phial of Putrefaction,Stone Legion Heraldry,Crest of the Legionnaire General,Sinsmasher,Encrusted Canopic Lid,114244514,Artisan Officer's Shirt,Argent Crusader's Tabard
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Decadent Nathrian Shawl,Supercollider,Chyrus's Crest of Hope,175822941,,
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bargast's Leash,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,59832361,,
Dreadguard's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,237863408,Wraps of the Blood-Soaked Brawler,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,173705901,Irradiated Undercoat,Darkspear Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,52707176,Initiate's Shirt,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,132411945,Fashionable Undershirt,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,66976978,Precious' Ribbon,
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Signet,Bargast's Leash,Stone Legion Heraldry,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,107016596,,Renowned Guild Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,185697392,,Lightforged Tabard
Plague Handler's Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,149002045,Fashionable Undershirt,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Supercollider,Acidslough Bulwark,125683470,,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Bloodoath Signet,Stone Legion Heraldry,Spare Meat Hook,Mantle of Manifest Sins,Gorestained Cleaver,Acidslough Bulwark,175998785,,
Diadem of Imperious Desire,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,147483914,,
Sapsteel Warhelm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Shadowghast Ring,Fleshfused Circle,Anima Field Emitter,Slimy Consumptive Organ,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,126176358,Blue Workman's Shirt,Frostwolf Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Shadowghast Ring,Gluttonous Spike,Blood-Spattered Scale,Sinful Aspirant's Drape,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,144441697,Irradiated Undercoat,Stormpike Battle Tabard
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Sinful Gladiator's Redoubt,226165181,Fashionable Undershirt,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,175716620,,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Shadowghast Ring,Bladedancer's Armor Kit,Inscrutable Quantum Device,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Sinful Gladiator's Guard,157456047,,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Sinful Gladiator's Signet,Arachnid Cipher Ring,Bladedancer's Armor Kit,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Sylvan Whiteshield,168942316,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,159189548,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Most Regal Signet of Sire Denathrius,Pulsating Stoneheart,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,181459140,Gorestained Tunic,Argent Crusader's Tabard
Plague Handler's Greathelm,Azure-Venom Choker,Tabone's Branded Pauldrons,Tharatos' Charred Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Shadowghast Ring,Band of the Risen Bonelord,Overwhelming Power Crystal,Anima Field Emitter,Drape of Twisted Loyalties,Sinsmasher,Kudebeh's Remarkable Targe,167006599,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Shroud of the Penitent,Gorestained Cleaver,Barricade of the Endless Empire,142420547,Red Linen Shirt,Tabard of the Waveblade Ankoan
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stormtempered Girdle,Shadowghast Greaves,Warboots of Ruthless Conviction,Dread Sentinel's Ebony Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,148155700,,Court of Harvesters Tabard
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Twisted Witherroot Band,Signet of the False Accuser,Pulsating Stoneheart,Stone Legion Heraldry,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,161350388,Master Builder's Shirt,Guild Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Chyrus's Crest of Hope,242939413,,
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Spare Meat Hook,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,175140320,,
Darkfrost Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Overwhelming Power Crystal,Gluttonous Spike,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Barricade of the Endless Empire,161243036,,Lightforged Tabard
Darkfrost Helmet,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Selfless Collector's Girdle,Gormshell Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,112424138,,Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Stonebark Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fogweaver Gauntlets,Entwined Gorger Tendril,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,120078455,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Selfless Collector's Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Hyperlight Band,Band of the Risen Bonelord,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Xandria's Kopis of Courage,Sylvan Whiteshield,160504859,,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Shadowghast Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Encrusted Canopic Lid,147735097,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,122959617,,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Tharatos' Charred Chestplate,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Signet of the False Accuser,Anima Field Emitter,Macabre Sheet Music,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,143710432,,Silvermoon City Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,198291286,,
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Spare Meat Hook,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,137399595,,Renowned Guild Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,147289244,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Phial of Putrefaction,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,194774991,,
Darkfrost Helmet,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Bone Band,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,93089091,Initiate's Shirt,Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Grim-Veiled Cape,Engorged Worm Smasher,Builwark of the Stone Legion,66844458,Initiate's Shirt,Renowned Guild Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,158097496,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Crest of the Legionnaire General,Gorestained Cleaver,Encrusted Canopic Lid,133203945,Sleeveless T-Shirt,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Phial of Putrefaction,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,145325564,,Gilneas Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,85050984,,
